,COORDS
5537,4637.81
5538,4637.63
5539,4637.52
5540,4637.42
5541,4636.91
5542,4636.73
5543,4636.63
5544,4636.58
5545,4636.53
5546,4636.47
5547,4636.35
5548,4636.3
5549,4636.28
5550,4636.34
5551,4636.32
5552,4636.26
5553,4636.31
5554,4636.36
5555,4636.38
5556,4636.5
5557,4636.64
5558,4636.78
5559,4636.95
5560,4637.09
5561,4637.31
5562,4637.38
5563,4637.3
5564,4637.12
5565,4636.96
5566,4636.99
5567,4637.37
5568,4637.48
5569,4637.69
5570,4637.86
5571,4637.94
5572,4637.95
5573,4637.88
5574,4637.84
5575,4637.8
5576,4637.96
5577,4646.29
5578,4645.75
5579,4643.49
5580,4643.02
5581,4641.15
5582,4640.61
5583,4639.03
5584,4638.54
5585,4637.34
5586,4636.8
5587,4636.25
5588,4635.74
5589,4635.31
5590,4634.76
5591,4633.6
5592,4632.96
5593,4632.35
5594,4631.74
5595,4631.13
5596,4630.51
5597,4629.91
5598,4629.33
5599,4628.72
5600,4627.54
5601,4626.97
5602,4625.79
5603,4625.18
5604,4624.55
5605,4623.95
5606,4623.36
5607,4622.71
5608,4622.08
5609,4620.81
5610,4620.18
5611,4619.55
5612,4618.95
5613,4618.37
5614,4617.75
5615,4617.09
5616,4616.46
5617,4615.84
5618,4615.25
5619,4614.71
5620,4614.19
5621,4613.63
5622,4612.52
5623,4611.96
5624,4611.37
5625,4610.78
5626,4610.2
5627,4609.63
5628,4609.05
5629,4608.47
5630,4607.9
5631,4607.35
5632,4606.82
5633,4606.26
5634,4604.58
5635,4604.05
5636,4603.49
5637,4602.38
5638,4601.94
5639,4601.41
5640,4600.92
5641,4600.51
5642,4600.04
5643,4599.65
5644,4599.35
5645,4598.91
5646,4598.05
5647,4597.7
5648,4597.27
5649,4596.83
5650,4596.51
5651,4596.08
5652,4595.54
5653,4594.98
5654,4594.47
5655,4593.92
5656,4593.36
5657,4592.83
5658,4592.28
5659,4591.74
5660,4591.19
5661,4590.68
5662,4590.12
5663,4589.04
5664,4587.41
5665,4586.98
5666,4586.51
5667,4585.97
5668,4585.45
5669,4584.91
5670,4584.37
5671,4583.85
5672,4583.33
5673,4582.77
5674,4582.22
5675,4581.67
5676,4580.53
5677,4579.97
5678,4579.41
5679,4578.85
5680,4578.31
5681,4577.81
5682,4577.32
5683,4576.79
5684,4575.66
5685,4575.09
5686,4574.53
5687,4573.98
5688,4573.42
5689,4572.85
5690,4572.3
5691,4571.8
5692,4571.3
5693,4570.77
5694,4570.21
5695,4569.65
5696,4569.13
5697,4568.61
5698,4568.06
5699,4567.53
5700,4566.96
5701,4566.4
5702,4565.87
5703,4565.3
5704,4564.7
5705,4564.16
5706,4563.64
5707,4563.08
5708,4562.52
5709,4561.96
5710,4561.41
5711,4560.89
5712,4560.34
5713,4559.91
5714,4559.45
5715,4557.95
5716,4557.4
5717,4556.87
5718,4556.32
5719,4555.75
5720,4555.21
5721,4554.66
5722,4554.1
5723,4553.55
5724,4553.03
5725,4552.5
5726,4551.93
5727,4551.37
5728,4550.85
5729,4550.44
5730,4549.92
5731,4549.43
5732,4548.87
5733,4548.31
5734,4547.8
5735,4547.25
5736,4546.69
5737,4546.13
5738,4545.64
5739,4545.14
5740,4544.62
5741,4544.3
5742,4544.21
5743,4543.9
5744,4543.58
5745,4543.19
5746,4542.68
5747,4542.17
5748,4541.78
5749,4541.26
5750,4540.73
5751,4540.28
5752,4539.72
5753,4539.23
5754,4538.85
5755,4538.42
5756,4538.14
5757,4537.63
5758,4537.46
5759,4537.12
5760,4536.68
5761,4536.39
5762,4536.05
5763,4535.64
5764,4535.19
5765,4534.78
5766,4534.47
5767,4534.25
5768,4534.13
5769,4534.11
5770,4534.06
5771,4534.02
5772,4534.03
5773,4533.97
5774,4533.72
5775,4533.39
5776,4533.0
5777,4532.51
5778,4532.12
5779,4531.69
5780,4531.41
5781,4531.04
5782,4530.71
5783,4530.56
5784,4530.41
5785,4530.27
5786,4530.16
5787,4529.93
5788,4529.52
5789,4528.36
5790,4528.01
5791,4527.74
5792,4527.47
5793,4527.57
5794,4527.4
5795,4527.48
5796,4527.5
5797,4527.41
5798,4527.13
5799,4526.94
5800,4526.79
5801,4526.47
5802,4526.24
5803,4526.05
5804,4526.03
5805,4525.93
5806,4525.83
5807,4525.61
5808,4525.34
5809,4525.06
5810,4524.8
5811,4524.66
5812,4524.52
5813,4524.27
5814,4524.0
5815,4523.84
5816,4523.9
5817,4523.93
5818,4523.97
5819,4523.99
5820,4523.94
5821,4523.92
5822,4523.91
5823,4523.88
5824,4523.82
5825,4523.83
5826,4523.86
5827,4523.89
5828,4523.98
5829,4524.01
5830,4524.02
5831,4524.03
5832,4524.05
5833,4524.06
5834,4524.07
5835,4524.04
5836,4524.11
5837,4524.37
5838,4524.51
5839,4524.62
5840,4524.69
5841,4524.7
5842,4524.45
5843,4524.19
5844,4523.6
5845,4523.32
5846,4523.06
5847,4522.78
5848,4522.54
5849,4522.44
5850,4522.36
5851,4522.28
5852,4522.2
5853,4522.09
5854,4521.97
5855,4521.85
5856,4521.74
5857,4521.63
5858,4521.5
5859,4521.35
5860,4521.2
5861,4521.05
5862,4520.89
5863,4520.78
5864,4520.6
5865,4520.48
5866,4520.36
5867,4520.07
5868,4519.86
5869,4519.68
5870,4519.5
5871,4519.28
5872,4519.06
5873,4518.83
5874,4518.61
5875,4518.41
5876,4518.21
5877,4518.07
5878,4517.97
5879,4517.87
5880,4517.78
5881,4517.66
5882,4517.53
5883,4517.38
5884,4517.18
5885,4516.99
5886,4516.79
5887,4516.42
5888,4516.26
5889,4516.15
5890,4516.02
5891,4515.89
5892,4515.71
5893,4515.49
5894,4515.3
5895,4515.16
5896,4515.03
5897,4514.9
5898,4514.75
5899,4514.51
5900,4514.18
5901,4513.85
5902,4513.56
5903,4513.18
5904,4512.83
5905,4512.6
5906,4512.41
5907,4512.22
5908,4512.04
5909,4511.82
5910,4511.61
5911,4511.42
5912,4511.24
5913,4511.18
5914,4511.13
5915,4511.02
5916,4510.93
5917,4510.86
5918,4510.79
5919,4510.77
5920,4510.72
5921,4510.52
5922,4510.12
5923,4509.63
5924,4509.15
5925,4508.7
5926,4508.3
5927,4507.99
5928,4507.68
5929,4507.51
5930,4507.46
5931,4507.32
5932,4507.2
5933,4507.1
5934,4506.93
5935,4506.82
5936,4506.77
5937,4506.79
5938,4506.73
5939,4506.57
5940,4506.33
5941,4506.12
5942,4505.88
5943,4505.76
5944,4505.64
5945,4505.52
5946,4505.27
5947,4505.02
5948,4504.76
5949,4504.51
5950,4504.38
5951,4504.27
5952,4504.06
5953,4503.93
5954,4503.86
5955,4503.91
5956,4503.84
5957,4503.69
5958,4503.44
5959,4503.16
5960,4502.92
5961,4502.68
5962,4502.37
5963,4502.12
5964,4501.92
5965,4501.77
5966,4501.6
5967,4501.47
5968,4501.3
5969,4501.07
5970,4500.85
5971,4500.61
5972,4500.29
5973,4499.98
5974,4499.7
5975,4499.48
5976,4499.28
5977,4499.15
5978,4499.05
5979,4498.88
5980,4498.64
5981,4498.58
5982,4498.51
5983,4498.6
5984,4498.44
5985,4498.24
5986,4498.07
5987,4497.94
5988,4497.81
5989,4497.69
5990,4497.54
5991,4497.47
5992,4497.41
5993,4497.24
5994,4497.0
5995,4496.71
5996,4496.43
5997,4496.12
5998,4495.86
5999,4495.64
6000,4495.39
6001,4495.25
6002,4495.24
6003,4495.26
6004,4495.13
6005,4494.95
6006,4494.73
6007,4494.62
6008,4494.58
6009,4494.48
6010,4494.4
6011,4494.32
6012,4494.28
6013,4494.24
6014,4494.2
6015,4494.19
6016,4494.18
6017,4494.17
6018,4494.15
6019,4494.12
6020,4494.1
6021,4494.11
6022,4494.13
6023,4494.14
6024,4494.16
6025,4494.09
6026,4494.05
6027,4493.99
6028,4493.95
6029,4494.41
6030,4494.52
6031,4494.59
6032,4494.64
6033,4494.75
6034,4494.87
6035,4494.99
6036,4495.06
6037,4495.23
6038,4495.54
6039,4495.62
6040,4495.68
6041,4495.63
6042,4495.55
6043,4495.76
6044,4495.78
6045,4495.73
6046,4495.85
6047,4496.14
6048,4496.08
6049,4495.97
6050,4496.11
6051,4496.32
6052,4496.44
6053,4496.41
6054,4496.29
6055,4496.21
6056,4496.39
6057,4496.63
6058,4496.83
6059,4497.1
6060,4497.16
6061,4497.11
6062,4496.97
6063,4497.03
6064,4497.22
6065,4497.5
6066,4497.59
6067,4497.97
6068,4497.9
6069,4498.05
6070,4498.35
6071,4498.68
6072,4498.78
6073,4498.97
6074,4499.18
6075,4499.26
6076,4499.23
6077,4499.19
6078,4499.25
6079,4499.39
6080,4499.52
6081,4499.59
6082,4499.66
6083,4499.79
6084,4499.93
6085,4500.0
6086,4499.92
6087,4499.87
6088,4499.95
6089,4499.99
6090,4499.89
6091,4499.82
6092,4499.61
6093,4499.17
6094,4498.99
6095,4498.36
6096,4498.18
6097,4497.98
6098,4497.8
6099,4497.62
6100,4497.45
6101,4497.34
6102,4497.17
6103,4496.77
6104,4496.56
6105,4496.49
6106,4496.3
6107,4496.05
6108,4495.4
6109,4495.04
6110,4494.65
6111,4494.51
6112,4494.45
6113,4494.27
6114,4494.08
6115,4493.88
6116,4493.71
6117,4493.59
6118,4493.44
6119,4493.03
6120,4492.68
6121,4492.33
6122,4492.05
6123,4491.69
6124,4491.35
6125,4491.06
6126,4490.85
6127,4490.5
6128,4490.09
6129,4489.65
6130,4489.27
6131,4489.04
6132,4488.92
6133,4488.34
6134,4488.01
6135,4487.67
6136,4487.33
6137,4487.02
6138,4486.79
6139,4486.48
6140,4486.18
6141,4485.84
6142,4485.48
6143,4485.19
6144,4484.92
6145,4484.64
6146,4484.32
6147,4484.03
6148,4483.75
6149,4483.45
6150,4483.18
6151,4482.87
6152,4482.47
6153,4482.14
6154,4481.86
6155,4481.61
6156,4481.38
6157,4481.12
6158,4480.88
6159,4480.62
6160,4480.35
6161,4480.08
6162,4479.82
6163,4479.55
6164,4479.28
6165,4479.01
6166,4478.78
6167,4478.62
6168,4478.45
6169,4478.25
6170,4478.03
6171,4477.83
6172,4477.65
6173,4477.52
6174,4477.61
6175,4477.73
6176,4477.8
6177,4477.86
6178,4477.91
6179,4477.99
6180,4478.02
6181,4477.97
6182,4477.96
6183,4477.98
6184,4477.93
6185,4477.78
6186,4477.71
6187,4477.62
6188,4477.33
6189,4476.91
6190,4476.41
6191,4475.98
6192,4475.7
6193,4475.42
6194,4475.16
6195,4474.98
6196,4474.86
6197,4474.69
6198,4474.43
6199,4474.17
6200,4473.87
6201,4473.59
6202,4473.29
6203,4473.02
6204,4472.74
6205,4472.45
6206,4472.19
6207,4471.92
6208,4471.66
6209,4471.25
6210,4470.77
6211,4470.3
6212,4469.82
6213,4469.3
6214,4468.88
6215,4468.49
6216,4467.98
6217,4467.51
6218,4467.16
6219,4466.83
6220,4466.5
6221,4466.3
6222,4466.19
6223,4465.91
6224,4465.56
6225,4465.21
6226,4464.87
6227,4464.6
6228,4464.43
6229,4464.26
6230,4464.07
6231,4463.7
6232,4463.36
6233,4462.98
6234,4462.58
6235,4462.17
6236,4461.79
6237,4461.37
6238,4460.95
6239,4460.62
6240,4460.27
6241,4459.92
6242,4459.58
6243,4459.17
6244,4458.69
6245,4458.24
6246,4457.85
6247,4457.41
6248,4456.94
6249,4456.47
6250,4456.02
6251,4455.56
6252,4455.08
6253,4454.62
6254,4454.2
6255,4453.8
6256,4453.37
6257,4452.96
6258,4452.53
6259,4452.11
6260,4451.73
6261,4451.36
6262,4450.93
6263,4450.48
6264,4449.81
6265,4449.63
6266,4449.48
6267,4449.24
6268,4448.99
6269,4448.72
6270,4448.47
6271,4448.22
6272,4447.95
6273,4447.68
6274,4447.44
6275,4447.17
6276,4446.88
6277,4446.62
6278,4446.25
6279,4446.18
6280,4446.09
6281,4445.99
6282,4445.64
6283,4445.4
6284,4445.2
6285,4444.84
6286,4444.49
6287,4444.2
6288,4443.87
6289,4443.6
6290,4443.43
6291,4443.25
6292,4443.12
6293,4442.7
6294,4442.08
6295,4441.45
6296,4440.86
6297,4439.71
6298,4439.07
6299,4438.68
6300,4438.33
6301,4437.88
6302,4437.39
6303,4437.01
6304,4436.34
6305,4435.98
6306,4435.64
6307,4435.2
6308,4434.68
6309,4434.22
6310,4433.6
6311,4433.06
6312,4432.47
6313,4431.92
6314,4431.39
6315,4430.88
6316,4430.4
6317,4429.93
6318,4429.49
6319,4429.08
6320,4428.71
6321,4428.22
6322,4427.42
6323,4426.89
6324,4426.5
6325,4426.25
6326,4425.86
6327,4425.51
6328,4425.17
6329,4424.76
6330,4424.45
6331,4424.18
6332,4423.94
6333,4423.72
6334,4423.48
6335,4423.23
6336,4422.94
6337,4422.53
6338,4422.13
6339,4421.77
6340,4421.56
6341,4421.35
6342,4421.0
6343,4420.62
6344,4420.2
6345,4419.91
6346,4419.77
6347,4419.48
6348,4419.07
6349,4418.61
6350,4418.21
6351,4417.81
6352,4417.37
6353,4416.85
6354,4416.31
6355,4415.8
6356,4415.28
6357,4414.75
6358,4414.24
6359,4413.77
6360,4413.31
6361,4412.85
6362,4412.41
6363,4411.97
6364,4411.62
6365,4411.2
6366,4410.85
6367,4410.54
6368,4410.04
6369,4409.86
6370,4410.09
6371,4410.08
6372,4410.05
6373,4410.06
6374,4410.01
6375,4409.97
6376,4409.96
6377,4410.14
6378,4410.25
6379,4409.71
6380,4409.26
6381,4408.91
6382,4408.53
6383,4408.09
6384,4407.67
6385,4406.97
6386,4406.63
6387,4406.4
6388,4405.98
6389,4405.71
6390,4405.16
6391,4404.66
6392,4404.44
6393,4404.2
6394,4403.98
6395,4403.74
6396,4403.46
6397,4403.21
6398,4402.97
6399,4402.71
6400,4402.45
6401,4402.19
6402,4401.9
6403,4401.59
6404,4401.07
6405,4400.63
6406,4400.27
6407,4400.18
6408,4400.23
6409,4400.21
6410,4400.35
6411,4400.45
6412,4400.64
6413,4400.84
6414,4401.04
6415,4401.17
6416,4401.18
6417,4401.22
6418,4401.25
6419,4401.16
6420,4401.05
6421,4401.02
6422,4401.06
6423,4401.12
6424,4401.28
6425,4401.32
6426,4401.36
6427,4401.37
6428,4401.41
6429,4401.4
6430,4401.42
6431,4401.6
6432,4401.47
6433,4401.39
6434,4401.51
6435,4401.55
6436,4401.56
6437,4401.53
6438,4401.43
6439,4401.45
6440,4401.38
6441,4401.33
6442,4401.31
6443,4401.3
6444,4401.29
6445,4401.27
6446,4401.23
6447,4401.21
6448,4401.19
6449,4400.94
6450,4400.85
6451,4400.83
6452,4400.76
6453,4400.55
6454,4400.52
6455,4400.36
6456,4400.25
6457,4400.31
6458,4400.51
6459,4400.8
6460,4401.08
6461,4401.26
6462,4401.46
6463,4401.7
6464,4401.89
6465,4402.11
6466,4402.34
6467,4402.58
6468,4402.82
6469,4403.08
6470,4403.32
6471,4403.56
6472,4403.81
6473,4404.08
6474,4404.39
6475,4405.92
6476,4406.24
6477,4407.04
6478,4407.97
6479,4408.26
6480,4408.41
6481,4408.7
6482,4409.1
6483,4409.51
6484,4409.83
6485,4410.03
6486,4409.98
6487,4410.02
6488,4409.99
6489,4409.92
6490,4409.84
6491,4409.75
6492,4409.74
6493,4409.73
6494,4409.77
6495,4410.16
6496,4410.3
6497,4410.41
6498,4649.26
6499,4643.38
6500,4643.34
6501,4643.44
6502,4648.33
6503,4648.45
6504,4648.3
6505,4647.82
6506,4647.69
6507,4649.24
6508,4647.3
6509,4646.97
6510,4646.23
6511,4647.61
6512,4649.3
6513,4649.79
6514,4646.22
6515,4645.54
6516,4644.95
6517,4644.64
6518,4669.93
6519,4671.92
6520,4674.22
6521,4675.36
6522,4675.94
6523,4676.46
6524,4676.74
6525,4677.24
6526,4677.47
6527,4677.57
6528,4677.77
6529,4678.42
6530,4678.61
6531,4678.64
6532,4678.59
6533,4678.49
6534,4672.76
6535,4645.26
6536,4643.07
6537,4642.09
6538,4641.1
6539,4640.54
6540,4638.86
6541,4638.3
6542,4637.68
6543,4637.08
6544,4635.91
6545,4635.46
6546,4634.92
6547,4634.38
6548,4633.78
6549,4633.15
6550,4631.27
6551,4630.58
6552,4629.9
6553,4629.24
6554,4628.55
6555,4627.83
6556,4627.23
6557,4626.55
6558,4625.85
6559,4625.16
6560,4623.8
6561,4623.12
6562,4622.4
6563,4621.72
6564,4621.05
6565,4619.73
6566,4618.41
6567,4617.77
6568,4617.1
6569,4616.43
6570,4615.77
6571,4615.11
6572,4614.5
6573,4613.91
6574,4613.32
6575,4612.74
6576,4612.15
6577,4611.54
6578,4610.92
6579,4610.38
6580,4609.82
6581,4609.23
6582,4608.62
6583,4608.01
6584,4607.42
6585,4606.83
6586,4606.24
6587,4605.65
6588,4605.38
6589,4605.06
6590,4605.37
6591,4605.78
6592,4606.18
6593,4606.44
6594,4606.45
6595,4606.17
6596,4604.97
6597,4604.82
6598,4604.67
6599,4604.27
6600,4603.7
6601,4603.13
6602,4602.64
6603,4602.19
6604,4601.69
6605,4601.12
6606,4599.91
6607,4598.86
6608,4597.78
6609,4596.97
6610,4596.37
6611,4595.91
6612,4595.51
6613,4595.1
6614,4594.67
6615,4594.12
6616,4593.52
6617,4592.94
6618,4592.38
6619,4591.85
6620,4591.57
6621,4591.36
6622,4591.11
6623,4590.81
6624,4590.51
6625,4590.14
6626,4589.59
6627,4589.21
6628,4588.86
6629,4588.53
6630,4588.18
6631,4587.71
6632,4587.17
6633,4586.68
6634,4586.26
6635,4585.79
6636,4585.24
6637,4584.28
6638,4583.95
6639,4582.97
6640,4581.62
6641,4581.13
6642,4580.62
6643,4580.09
6644,4579.53
6645,4578.92
6646,4578.34
6647,4577.84
6648,4577.36
6649,4576.76
6650,4576.12
6651,4575.48
6652,4574.82
6653,4574.19
6654,4573.56
6655,4573.09
6656,4572.87
6657,4572.5
6658,4571.89
6659,4571.26
6660,4570.7
6661,4570.11
6662,4569.48
6663,4568.91
6664,4569.52
6665,4568.95
6666,4568.56
6667,4568.23
6668,4567.89
6669,4567.41
6670,4566.82
6671,4566.34
6672,4565.99
6673,4565.52
6674,4564.92
6675,4564.28
6676,4563.15
6677,4563.04
6678,4562.92
6679,4562.46
6680,4561.84
6681,4561.27
6682,4560.84
6683,4560.52
6684,4560.23
6685,4559.93
6686,4559.52
6687,4558.98
6688,4558.35
6689,4557.71
6690,4557.07
6691,4556.44
6692,4555.82
6693,4555.27
6694,4554.76
6695,4554.2
6696,4553.59
6697,4553.22
6698,4552.99
6699,4552.85
6700,4552.69
6701,4552.83
6702,4552.93
6703,4553.04
6704,4553.12
6705,4553.13
6706,4553.11
6707,4553.05
6708,4553.27
6709,4553.5
6710,4553.71
6711,4553.87
6712,4553.76
6713,4553.57
6714,4553.66
6715,4553.73
6716,4553.74
6717,4648.13
6718,4646.3
6719,4674.3
6720,4674.86
6721,4675.54
6722,4675.48
6723,4674.71
6724,4675.15
6725,4675.91
6726,4676.47
6727,4676.35
6728,4673.9
6729,4675.01
6730,4676.84
6731,4678.1
6732,4680.51
6733,4681.11
6734,4683.26
6735,4685.37
6736,4685.85
6737,4686.34
6738,4686.76
6739,4686.82
6740,4686.75
6741,4686.58
6742,4686.06
6743,4686.02
6744,4685.98
6745,4686.38
6746,4644.81
6747,4411.1
6748,4411.44
6749,4411.75
6750,4411.98
6751,4412.21
6752,4412.54
6753,4412.95
6754,4413.37
6755,4413.79
6756,4414.22
6757,4414.69
6758,4415.19
6759,4415.68
6760,4416.14
6761,4416.62
6762,4417.1
6763,4417.56
6764,4417.95
6765,4418.33
6766,4418.71
6767,4419.12
6768,4419.56
6769,4420.04
6770,4420.38
6771,4420.79
6772,4421.21
6773,4421.51
6774,4421.64
6775,4421.9
6776,4422.27
6777,4422.71
6778,4423.1
6779,4423.36
6780,4423.6
6781,4423.84
6782,4424.1
6783,4424.4
6784,4424.73
6785,4425.21
6786,4425.59
6787,4426.0
6788,4426.76
6789,4427.27
6790,4427.75
6791,4428.06
6792,4428.53
6793,4429.39
6794,4429.87
6795,4430.37
6796,4430.89
6797,4670.64
6798,4672.59
6799,4673.04
6800,4673.06
6801,4672.38
6802,4672.87
6803,4673.43
6804,4674.31
6805,4679.01
6806,4680.13
6807,4681.25
6808,4683.9
6809,4682.62
6810,4682.87
6811,4683.16
6812,4682.61
6813,4682.53
6814,4680.48
6815,4680.31
6816,4680.14
6817,4679.97
6818,4679.82
6819,4644.71
6820,4643.09
6821,4642.33
6822,4646.43
6823,4674.8
6824,4677.03
6825,4677.58
6826,4678.13
6827,4679.23
6828,4680.25
6829,4682.24
6830,4683.35
6831,4683.89
6832,4684.39
6833,4685.12
6834,4686.18
6835,4686.83
6836,4686.81
6837,4686.66
6838,4686.48
6839,4686.42
6840,4686.35
6841,4685.83
6842,4685.25
6843,4685.1
6844,4685.02
6845,4684.9
6846,4684.85
6847,4684.38
6848,4679.4
6849,4679.99
6850,4642.47
6851,4669.11
6852,4645.48
6853,4643.66
6854,4644.16
6855,4644.48
6856,4646.65
6857,4670.1
6858,4671.44
6859,4671.91
6860,4672.4
6861,4676.29
6862,4676.76
6863,4677.25
6864,4678.79
6865,4679.3
6866,4679.83
6867,4680.32
6868,4680.81
6869,4681.83
6870,4683.38
6871,4683.88
6872,4686.21
6873,4687.11
6874,4687.89
6875,4688.33
6876,4688.71
6877,4689.06
6878,4689.36
6879,4689.62
6880,4689.99
6881,4690.4
6882,4690.76
6883,4691.13
6884,4691.51
6885,4691.88
6886,4692.34
6887,4692.88
6888,4693.4
6889,4693.94
6890,4694.49
6891,4695.06
6892,4696.19
6893,4696.78
6894,4697.36
6895,4697.91
6896,4698.45
6897,4699.01
6898,4699.52
6899,4699.97
6900,4700.42
6901,4700.92
6902,4701.43
6903,4701.96
6904,4703.04
6905,4703.54
6906,4704.0
6907,4704.45
6908,4705.35
6909,4705.83
6910,4706.23
6911,4706.67
6912,4707.17
6913,4707.66
6914,4708.15
6915,4708.65
6916,4709.11
6917,4709.62
6918,4710.06
6919,4710.42
6920,4710.8
6921,4711.07
6922,4711.46
6923,4711.93
6924,4712.88
6925,4713.37
6926,4713.84
6927,4714.32
6928,4714.84
6929,4715.33
6930,4715.81
6931,4716.25
6932,4716.58
6933,4717.27
6934,4717.76
6935,4718.25
6936,4718.68
6937,4719.08
6938,4719.42
6939,4719.83
6940,4720.19
6941,4720.62
6942,4721.11
6943,4721.55
6944,4721.98
6945,4722.17
6946,4721.94
6947,4721.88
6948,4721.63
6949,4721.45
6950,4721.4
6951,4721.15
6952,4721.14
6953,4721.32
6954,4721.62
6955,4721.93
6956,4722.0
6957,4722.14
6958,4722.56
6959,4722.86
6960,4723.34
6961,4723.8
6962,4724.03
6963,4724.13
6964,4724.28
6965,4724.68
6966,4725.04
6967,4725.15
6968,4725.36
6969,4725.84
6970,4726.17
6971,4726.36
6972,4726.41
6973,4726.01
6974,4725.76
6975,4725.85
6976,4726.03
6977,4725.92
6978,4725.31
6979,4724.86
6980,4724.6
6981,4724.61
6982,4724.75
6983,4724.87
6984,4724.73
6985,4724.53
6986,4724.62
6987,4724.77
6988,4724.96
6989,4725.46
6990,4725.53
6991,4725.44
6992,4725.49
6993,4725.51
6994,4725.41
6995,4725.3
6996,4725.33
6997,4725.35
6998,4725.72
6999,4725.93
7000,4726.09
7001,4726.13
7002,4726.25
7003,4726.34
7004,4726.35
7005,4726.4
7006,4726.52
7007,4726.46
7008,4726.49
7009,4726.43
7010,4726.51
7011,4726.63
7012,4726.53
7013,4726.65
7014,4726.67
7015,4726.76
7016,4726.72
7017,4726.73
7018,4726.7
7019,4726.86
7020,4727.0
7021,4727.05
7022,4727.22
7023,4727.41
7024,4727.55
7025,4643.62
7026,4647.92
7027,4643.43
7028,4641.72
7029,4641.34
7030,4640.41
7031,4639.95
7032,4639.53
7033,4638.75
7034,4638.49
7035,4637.61
7036,4637.17
7037,4636.85
7038,4636.46
7039,4635.97
7040,4635.52
7041,4635.14
7042,4634.88
7043,4634.61
7044,4634.26
7045,4633.91
7046,4633.49
7047,4633.01
7048,4631.53
7049,4630.6
7050,4630.07
7051,4629.64
7052,4629.23
7053,4628.28
7054,4627.78
7055,4627.28
7056,4626.77
7057,4626.26
7058,4625.25
7059,4624.77
7060,4624.31
7061,4623.98
7062,4624.06
7063,4624.04
7064,4624.23
7065,4624.37
7066,4624.48
7067,4624.9
7068,4625.05
7069,4625.2
7070,4625.24
7071,4727.57
7072,4727.53
7073,4727.44
7074,4727.35
7075,4727.23
7076,4727.11
7077,4727.03
7078,4726.99
7079,4726.97
7080,4726.91
7081,4726.75
7082,4726.74
7083,4726.79
7084,4726.95
7085,4727.06
7086,4727.16
7087,4727.18
7088,4727.32
7089,4727.51
7090,4727.61
7091,4727.77
7092,4727.91
7093,4727.89
7094,4727.96
7095,4728.05
7096,4728.18
7097,4728.29
7098,4728.44
7099,4728.56
7100,4728.62
7101,4728.57
7102,4728.42
7103,4728.21
7104,4727.93
7105,4727.64
7106,4727.43
7107,4727.01
7108,4726.87
7109,4726.57
7110,4726.58
7111,4726.42
7112,4726.22
7113,4726.08
7114,4725.57
7115,4725.42
7116,4725.48
7117,4725.59
7118,4725.68
7119,4725.56
7120,4725.52
7121,4725.55
7122,4725.5
7123,4725.22
7124,4642.11
7125,4640.34
7126,4639.89
7127,4639.01
7128,4638.65
7129,4637.89
7130,4637.44
7131,4636.98
7132,4636.55
7133,4636.07
7134,4635.62
7135,4635.18
7136,4633.79
7137,4633.32
7138,4632.91
7139,4632.61
7140,4632.2
7141,4631.22
7142,4630.73
7143,4630.26
7144,4629.8
7145,4629.36
7146,4628.47
7147,4627.99
7148,4627.51
7149,4627.02
7150,4626.51
7151,4625.99
7152,4625.51
7153,4625.13
7154,4624.72
7155,4622.75
7156,4622.26
7157,4621.76
7158,4621.27
7159,4620.77
7160,4620.26
7161,4619.76
7162,4619.26
7163,4617.9
7164,4617.48
7165,4617.02
7166,4616.51
7167,4615.99
7168,4615.49
7169,4615.02
7170,4614.54
7171,4614.13
7172,4613.71
7173,4613.24
7174,4612.77
7175,4612.3
7176,4611.84
7177,4611.42
7178,4610.91
7179,4610.41
7180,4609.97
7181,4609.46
7182,4608.96
7183,4607.98
7184,4607.54
7185,4606.15
7186,4606.47
7187,4606.27
7188,4605.98
7189,4605.12
7190,4604.88
7191,4604.81
7192,4604.68
7193,4604.41
7194,4603.33
7195,4602.97
7196,4602.72
7197,4602.45
7198,4602.21
7199,4602.09
7200,4602.22
7201,4602.47
7202,4602.99
7203,4603.27
7204,4603.08
7205,4603.05
7206,4603.2
7207,4603.38
7208,4603.23
7209,4603.17
7210,4603.19
7211,4603.41
7212,4603.54
7213,4645.7
7214,4644.15
7215,4642.04
7216,4641.75
7217,4641.41
7218,4640.96
7219,4640.51
7220,4640.05
7221,4639.6
7222,4639.17
7223,4638.8
7224,4638.16
7225,4637.25
7226,4636.93
7227,4636.57
7228,4636.08
7229,4635.6
7230,4635.19
7231,4634.91
7232,4634.33
7233,4634.0
7234,4633.59
7235,4633.12
7236,4632.6
7237,4632.11
7238,4631.15
7239,4630.7
7240,4630.17
7241,4629.71
7242,4629.3
7243,4628.89
7244,4628.4
7245,4627.41
7246,4626.92
7247,4625.88
7248,4625.36
7249,4624.88
7250,4624.43
7251,4624.03
7252,4624.05
7253,4624.17
7254,4624.3
7255,4624.52
7256,4624.59
7257,4624.83
7258,4624.99
7259,4625.15
7260,4647.12
7261,4672.62
7262,4674.0
7263,4676.72
7264,4677.15
7265,4677.59
7266,4678.08
7267,4678.53
7268,4679.0
7269,4679.47
7270,4679.94
7271,4680.4
7272,4680.92
7273,4681.89
7274,4682.32
7275,4684.33
7276,4685.4
7277,4685.18
7278,4685.17
7279,4685.32
7280,4685.3
7281,4685.79
7282,4686.28
7283,4686.16
7284,4686.11
7285,4685.24
